id,timestamp,uma_name,scenario_name,junior_trend,classic_trend,senior_trend,speed,stamina,power,guts,wiz,rank_eval,skill_pt,deck_cards,factor_info,scenario_feature_info,user_name,notes
1,2026-08-11 11:53,トウカイテイオー,恩返しトレセンラーメン軒,スピード・パワ意識の絆早期MAX優先,夏合宿でパワー・スピードダブル友情,ステ上限(1650/1500)突破狙い,1650,1120,1500,1250,1320,UD3,3850,SSRオルフェ/キタサン/スピード3/賢さ2/友1,青★9 (スピード6/パワー3) 中距離S,【ラーメン地域選択】博多豚骨→北海道味噌→喜多方醤油 巡回出店,Balling,
